iter	Passed	Remaining
1871	791	1746
1872	792	1746
1873	792	1746
1874	793	1745
1875	793	1745
1876	794	1747
1877	795	1746
1878	795	1746
1879	796	1746
1880	796	1745
1881	797	1745
1882	797	1745
1883	798	1744
1884	798	1744
1885	799	1744
1886	799	1743
1887	800	1743
1888	800	1743
1889	801	1743
1890	801	1743
1891	802	1742
1892	802	1742
1893	803	1742
1894	803	1741
1895	804	1741
1896	804	1741
1897	804	1740
1898	805	1740
1899	805	1740
1900	806	1739
1901	806	1739
1902	807	1738
1903	807	1738
1904	808	1737
1905	808	1737
1906	808	1737
1907	809	1736
1908	809	1736
1909	810	1736
1910	810	1736
1911	811	1735
1912	811	1735
1913	812	1734
1914	812	1734
1915	813	1734
1916	813	1733
1917	814	1733
1918	814	1733
1919	814	1732
1920	815	1732
1921	815	1732
1922	816	1731
1923	816	1731
1924	817	1730
1925	817	1730
1926	818	1729
1927	818	1729
1928	818	1729
1929	819	1728
1930	819	1728
1931	820	1728
1932	820	1727
1933	821	1727
1934	821	1727
1935	822	1726
1936	822	1726
1937	823	1726
1938	823	1725
1939	824	1725
1940	824	1725
1941	824	1724
1942	825	1724
1943	825	1724
1944	826	1723
1945	827	1723
1946	827	1724
1947	828	1724
1948	829	1725
1949	830	1725
1950	831	1725
1951	831	1726
1952	832	1726
1953	833	1727
1954	835	1728
1955	835	1728
1956	836	1728
1957	836	1727
1958	837	1727
1959	837	1727
1960	838	1726
1961	838	1726
1962	838	1726
1963	839	1725
1964	839	1725
1965	840	1725
1966	840	1724
1967	841	1724
1968	841	1723
1969	842	1723
1970	842	1723
1971	843	1722
1972	843	1722
1973	843	1722
1974	844	1721
1975	844	1721
1976	845	1720
1977	845	1720
1978	846	1720
1979	846	1720
1980	847	1720
1981	847	1719
1982	848	1720
1983	849	1720
1984	850	1720
1985	850	1720
1986	851	1719
1987	851	1719
1988	852	1719
1989	852	1718
1990	853	1718
1991	853	1718
1992	853	1717
1993	854	1717
1994	854	1717
1995	855	1716
1996	855	1716
1997	856	1716
1998	856	1716
1999	857	1715
2000	857	1715
2001	858	1714
2002	858	1714
2003	859	1714
2004	859	1713
2005	860	1713
2006	860	1713
2007	861	1712
2008	861	1712
2009	862	1712
2010	862	1711
2011	863	1711
2012	863	1711
2013	864	1710
2014	864	1710
2015	864	1710
2016	865	1709
2017	865	1709
2018	866	1708
2019	866	1708
2020	867	1708
2021	867	1707
2022	867	1707
2023	868	1706
2024	868	1706
2025	869	1706
2026	869	1705
2027	870	1705
2028	870	1704
2029	871	1704
2030	871	1703
2031	871	1703
2032	872	1703
2033	872	1702
2034	873	1702
2035	873	1701
2036	874	1701
2037	874	1701
2038	875	1701
2039	875	1701
2040	876	1700
2041	876	1700
2042	877	1700
2043	877	1699
2044	878	1699
2045	878	1699
2046	879	1698
2047	879	1698
2048	880	1697
2049	880	1697
2050	880	1696
2051	881	1696
2052	881	1695
2053	882	1695
2054	882	1695
2055	882	1694
2056	883	1694
2057	883	1693
2058	884	1693
2059	884	1692
2060	884	1692
2061	885	1691
2062	885	1691
2063	886	1690
2064	886	1690
2065	886	1689
2066	887	1689
2067	887	1688
2068	888	1688
2069	888	1687
2070	889	1687
2071	889	1687
2072	889	1686
2073	890	1686
2074	890	1685
2075	891	1685
2076	891	1684
2077	891	1684
2078	892	1683
2079	892	1683
2080	893	1682
2081	893	1682
2082	894	1682
2083	894	1681
2084	894	1681
2085	895	1680
2086	895	1680
2087	896	1680
2088	896	1679
2089	897	1679
2090	897	1678
2091	898	1678
2092	898	1678
2093	899	1678
2094	899	1677
2095	900	1677
2096	900	1676
2097	900	1676
2098	901	1675
2099	901	1675
2100	902	1675
2101	902	1674
2102	902	1674
2103	903	1673
2104	903	1673
2105	904	1672
2106	904	1672
2107	904	1671
2108	905	1671
2109	905	1670
2110	906	1670
2111	906	1669
2112	907	1669
2113	907	1669
2114	908	1669
2115	908	1669
2116	909	1668
2117	909	1668
2118	910	1667
2119	910	1667
2120	911	1667
2121	911	1666
2122	912	1666
2123	912	1666
2124	912	1665
2125	913	1665
2126	914	1665
2127	914	1664
2128	914	1664
2129	915	1663
2130	915	1663
2131	916	1662
2132	916	1662
2133	917	1662
2134	917	1661
2135	917	1661
2136	918	1660
2137	918	1660
2138	919	1659
2139	919	1659
2140	919	1658
2141	920	1658
2142	920	1657
2143	921	1657
2144	921	1657
2145	922	1657
2146	922	1657
2147	923	1656
2148	923	1656
2149	924	1655
2150	924	1655
2151	925	1655
2152	925	1654
2153	926	1654
2154	926	1654
2155	927	1653
2156	927	1653
